dataset,instancia,cantidad_locales,limite_contagio,archivo
variacion_n_m,DP-1600-150,1600,150,instancias/variacion_n_m/DP-1600-150.txt
variacion_n_m,DP-1600-200,1600,200,instancias/variacion_n_m/DP-1600-200.txt
variacion_n_m,DP-1600-250,1600,250,instancias/variacion_n_m/DP-1600-250.txt
variacion_n_m,DP-1600-300,1600,300,instancias/variacion_n_m/DP-1600-300.txt
variacion_n_m,DP-1600-350,1600,350,instancias/variacion_n_m/DP-1600-350.txt
variacion_n_m,DP-1600-400,1600,400,instancias/variacion_n_m/DP-1600-400.txt
variacion_n_m,DP-1600-450,1600,450,instancias/variacion_n_m/DP-1600-450.txt
variacion_n_m,DP-1600-500,1600,500,instancias/variacion_n_m/DP-1600-500.txt
variacion_n_m,DP-1600-550,1600,550,instancias/variacion_n_m/DP-1600-550.txt
variacion_n_m,DP-1600-600,1600,600,instancias/variacion_n_m/DP-1600-600.txt
variacion_n_m,DP-1600-650,1600,650,instancias/variacion_n_m/DP-1600-650.txt
variacion_n_m,DP-1600-700,1600,700,instancias/variacion_n_m/DP-1600-700.txt
variacion_n_m,DP-1600-750,1600,750,instancias/variacion_n_m/DP-1600-750.txt
variacion_n_m,DP-1600-800,1600,800,instancias/variacion_n_m/DP-1600-800.txt
variacion_n_m,DP-1600-850,1600,850,instancias/variacion_n_m/DP-1600-850.txt
variacion_n_m,DP-1600-900,1600,900,instancias/variacion_n_m/DP-1600-900.txt
variacion_n_m,DP-1600-950,1600,950,instancias/variacion_n_m/DP-1600-950.txt
variacion_n_m,DP-1600-1000,1600,1000,instancias/variacion_n_m/DP-1600-1000.txt
variacion_n_m,DP-1600-1050,1600,1050,instancias/variacion_n_m/DP-1600-1050.txt
variacion_n_m,DP-1600-1100,1600,1100,instancias/variacion_n_m/DP-1600-1100.txt
variacion_n_m,DP-1600-1150,1600,1150,instancias/variacion_n_m/DP-1600-1150.txt
variacion_n_m,DP-1600-1200,1600,1200,instancias/variacion_n_m/DP-1600-1200.txt
variacion_n_m,DP-1600-1250,1600,1250,instancias/variacion_n_m/DP-1600-1250.txt
variacion_n_m,DP-1600-1300,1600,1300,instancias/variacion_n_m/DP-1600-1300.txt
variacion_n_m,DP-1600-1350,1600,1350,instancias/variacion_n_m/DP-1600-1350.txt
variacion_n_m,DP-1600-1400,1600,1400,instancias/variacion_n_m/DP-1600-1400.txt
variacion_n_m,DP-1600-1450,1600,1450,instancias/variacion_n_m/DP-1600-1450.txt
variacion_n_m,DP-1600-1500,1600,1500,instancias/variacion_n_m/DP-1600-1500.txt
variacion_n_m,DP-1600-1550,1600,1550,instancias/variacion_n_m/DP-1600-1550.txt
variacion_n_m,DP-1600-1600,1600,1600,instancias/variacion_n_m/DP-1600-1600.txt
variacion_n_m,DP-1600-1650,1600,1650,instancias/variacion_n_m/DP-1600-1650.txt
variacion_n_m,DP-1650-100,1650,100,instancias/variacion_n_m/DP-1650-100.txt
variacion_n_m,DP-1650-150,1650,150,instancias/variacion_n_m/DP-1650-150.txt
variacion_n_m,DP-1650-200,1650,200,instancias/variacion_n_m/DP-1650-200.txt
variacion_n_m,DP-1650-250,1650,250,instancias/variacion_n_m/DP-1650-250.txt
variacion_n_m,DP-1650-300,1650,300,instancias/variacion_n_m/DP-1650-300.txt
variacion_n_m,DP-1650-350,1650,350,instancias/variacion_n_m/DP-1650-350.txt
variacion_n_m,DP-1650-400,1650,400,instancias/variacion_n_m/DP-1650-400.txt
variacion_n_m,DP-1650-450,1650,450,instancias/variacion_n_m/DP-1650-450.txt
variacion_n_m,DP-1650-500,1650,500,instancias/variacion_n_m/DP-1650-500.txt
variacion_n_m,DP-1650-550,1650,550,instancias/variacion_n_m/DP-1650-550.txt
variacion_n_m,DP-1650-600,1650,600,instancias/variacion_n_m/DP-1650-600.txt
variacion_n_m,DP-1650-650,1650,650,instancias/variacion_n_m/DP-1650-650.txt
variacion_n_m,DP-1650-700,1650,700,instancias/variacion_n_m/DP-1650-700.txt
variacion_n_m,DP-1650-750,1650,750,instancias/variacion_n_m/DP-1650-750.txt
variacion_n_m,DP-1650-800,1650,800,instancias/variacion_n_m/DP-1650-800.txt
variacion_n_m,DP-1650-850,1650,850,instancias/variacion_n_m/DP-1650-850.txt
variacion_n_m,DP-1650-900,1650,900,instancias/variacion_n_m/DP-1650-900.txt
variacion_n_m,DP-1650-950,1650,950,instancias/variacion_n_m/DP-1650-950.txt
variacion_n_m,DP-1650-1000,1650,1000,instancias/variacion_n_m/DP-1650-1000.txt
variacion_n_m,DP-1650-1050,1650,1050,instancias/variacion_n_m/DP-1650-1050.txt
variacion_n_m,DP-1650-1100,1650,1100,instancias/variacion_n_m/DP-1650-1100.txt
variacion_n_m,DP-1650-1150,1650,1150,instancias/variacion_n_m/DP-1650-1150.txt
variacion_n_m,DP-1650-1200,1650,1200,instancias/variacion_n_m/DP-1650-1200.txt
variacion_n_m,DP-1650-1250,1650,1250,instancias/variacion_n_m/DP-1650-1250.txt
variacion_n_m,DP-1650-1300,1650,1300,instancias/variacion_n_m/DP-1650-1300.txt
variacion_n_m,DP-1650-1350,1650,1350,instancias/variacion_n_m/DP-1650-1350.txt
variacion_n_m,DP-1650-1400,1650,1400,instancias/variacion_n_m/DP-1650-1400.txt
variacion_n_m,DP-1650-1450,1650,1450,instancias/variacion_n_m/DP-1650-1450.txt
variacion_n_m,DP-1650-1500,1650,1500,instancias/variacion_n_m/DP-1650-1500.txt
variacion_n_m,DP-1650-1550,1650,1550,instancias/variacion_n_m/DP-1650-1550.txt
variacion_n_m,DP-1650-1600,1650,1600,instancias/variacion_n_m/DP-1650-1600.txt
variacion_n_m,DP-1650-1650,1650,1650,instancias/variacion_n_m/DP-1650-1650.txt
